abate v.减轻，减退；废除
preliminary a.预备的,初步的n.预考,初试
prelude n.序言；预兆
premature a.早熟的；不到期的n.早产的婴儿
premed(premedical) a.医科大学预科的
premier n.总理,首相a.首要的,首位的
premise n.前提;(pl.)房屋(及其附属建筑,基地等)v.提出…为前提
preoccupy v.先占,使全神贯注;迷着;吸引
preponderance n.优越,优势
prerequisite a.必须先具备的；先决条件的
prescribe v.处(方)，开(药)；规定；指示；命令
prescription n.药方，处方；命令；指示；规定
prescriptive a.规定的，指示的；约定俗成的
preside v.主持
presidency n.总统的职位；管辖
press v.压，挤，按；逼迫，催促
n.报刊，出版界；压榨机，印刷机 
prestige n.威望，声望
presume v.推测；假定
presumption n.假定，推测;专横,冒昧
pretend v.假装；假托
prevail v.取胜；占优势；流行,盛行
prevalence n.流行，盛行
prevalent a.流行的，盛行的
previous a.先的，前的，以前的
previously ad.以前地
prey n.被捕食的动物；捕食v.捕食；掠夺；折磨
prick v.刺(穿)；戳(穿)；刺痛
priest n.教士；神父；牧师
primary a.首要的，主要的；基本的；最初的；初级的；原始的；原发的
prime a.主要的，首位的；最好的，头等的n.全盛时期；青壮年时期
primitive a.原始的，早期的；简单的；粗糙的n.原始人(事物)
prince n.王子；亲王
princess n.公主；王妃
priority n.优先；重点；优先权,先,前
prism n.棱镜；棱柱(体),角柱(体)
privacy n.隐居，隐退；秘密，私下；隐私
private a.私人的；私有的；私立的；秘密的；私下的
privilege n.优惠；特许；特权v.给予优惠；给予特权
probation n.检验；验证；试用；见习
probe n.探针；探查；探测器v.用探针探查；探查；查究
procaine n.普鲁卡因
procedure n.程序；步骤；过程
procession n.队伍；行列；行进
processor n.加工者,处理者,信息处理机
proclaim v.宣布,声明
proclamation n.宣布,公布,声明,公告;宣告
prodrome n.前驱症状；序论
productivity n.生产率；生产能力
proficiency n.熟练；精通
proficient a.熟练的，精通的
profile n.侧面(像)；外形，轮廓v.描…的轮廓
profound a.深刻的；渊博的；深远的；深切的
profuse a.极其丰富的；过多的
prognosis n.预后
progress n./v.前进；进步；进展
progression n.前进；进步；接续
progressive a.进步的；前进的；渐进酡：进行性的
prohibit v.禁止；阻止
prohibition n.禁止；禁令
project n.计划；方案；工程；项目
v.设计，规划；投射，放映,凸出 
projection n.设计，规划；发射，喷射,投影，投影图；凸出
projector n.计划人；放映机；幻灯；发射装置
prolapse n.脱垂；下垂
prominent a.突出的，杰出的；凸起的,突起的；显著的
promote v.提升，晋升；促进，增进,助长
prompt a.敏捷的；迅速的；即刻的
v.促使；引起ad.准时地 
prone a.有…倾向的；易于…的
propaganda n.宣传
propagate v.繁殖；宣传；传播
propel v.推进，推动
property n.财产；所有权；性质；特性
prophylaxis n.预防；预防法
proponent n.建议者；支持者a.建议的
proportion n.部分；比例，比重；均衡，相称v.(使)成比例
proportional a.相称的；成比例的
proportionate a.成比例的；相称的v.使成比例
proposal n.提议，建议；推荐；打算；求婚
propose v.提议，建议；推荐；打算;求婚
prose n.散文
prosecute v.彻底进行；从事;经营,对…起诉；告发
prosecution n.彻底进行；从事;经营,起诉;告发
prospect n.展望；前景v.勘探
prospective a.预期的；未来的；前瞻性的
prosper v.繁荣，昌盛；成功
prosperity n.繁荣；兴旺；成功
prosperous a.繁荣的，兴旺的
prostate n.前列腺
protest v./n.断言；主张；抗议；反对
protocol n.议定书；草约；会谈记录；外交礼节
protoplasm n.原生质，细胞质
prototype n.原型；标准；典型
protract v.延长；伸长
protrude v.伸出；突出
proverb n.谚语，格言v.成为谚语：用谚语表达
province n.省；领域，范围
provincial a.省的，地方的n.外省人；乡下人
provision n.给养，口粮；准备，预备；条款，规定v.向…供应粮食
provoke v.煽动；激怒；激起；诱发
proximate a.贴近的；近似的；即将到来的
proximity n.贴近，接近；近似
prodent a.谨慎的；慎重的；精明的；节俭的
pseudo a.假的，冒充的
psychiatry n.精神病学
psychic a.精神的,心理的
psychological a.心理的,心理学的
psychology n.心理学
psychosis n.精神病,精神极度不安
puberty n.青春期
puff n.(一)喷，(一)吹；一阵，一股(气味)；隆起的小块
pulmonary a.肺的
pumpkin n.南瓜,南瓜藤
punch v.冲压,穿孔n.冲压机；穿孔机
punctual a.准时的；不误期的；正确的；精确的
puncture n./v.穿刺，刺
puppet n.木偶，玩具；傀儡
puppy n.小狗，幼犬
purification n.纯化，净化；提纯
purify vt.使纯净，使洁净；纯化
purple n.紫色a.紫的，紫红的v.(使)成紫色
purse n.钱包
pursue v.追逐；追击；从事；进行
pursuit n.追赶，追求；职业；事务
purulent a.化脓的；脓性的
pus n.脓；脓液
pajama n.(pl.)睡衣裤
pylorus n.幽门
pyrexia n.发热
quack n.庸医；江湖医生；冒充内行的人;骗子
quadrant n.四分体；象线
quake v./n.震动，颤动；发抖
quantities v.测定(估计)…的数量
quarantine n.检疫；检疫处；隔离；隔离区
quarterly n.季刊a.季度的ad.季度地
quartz n.石英
queer a.奇怪的，古怪的；眩晕的；不舒服的；想呕吐的
quench v.熄灭；扑灭；抑制
quest n./v.寻找；探求；搜索
questionnaire n.调查表；问题单
queue n.辫子；行列；长队v.排长队
quiescence n.静止;休眠;(疾病的)被遏制状态
quilt n.被(子)；被状物v.缝(被)；用垫料填塞
quinine n.奎宁
quinsy n.扁桃体周脓肿
quiver v.颤抖n.颤动；箭袋
quiz n.恶作剧；挖苦；小型考试；测验；知识竞赛
quota n.定额
quote v.引用,援引
rabies n.狂犬病
racial a.人种的；种族的；种族间的
racism n.种族主义；种族歧视
racist n.种族主义者
rack n.搁板，行李架
radial a.光线的；射线的；辐射状的；桡骨的n.放射部；射线
radiate v.散发，发光，辐射a.有射线的
radiation n.辐射，发光，发热；放射物
radical a.根本的，重要的；彻底的；激进的
radicle n.根；基
radioactive a.放射性的
radiograph n.放射照片
radiology n.放射学
radiotherapy n.放射疗法
radius n.半径；放射线;桡骨
rag n.破布，碎布
rage n.愤怒v.发怒
raid n./v.袭击；搜查
rail n.栏杆，围栏；铁路v.用栏杆围隔
rake n.(长柄的)耙子，钉齿耙；耙状的用具v.耙
rale n.罗音；水泡音
rally n.集合；恢复；振作；大会
v.集合；召集；振作；恢复 
ramble v./n.闲逛；漫步
ramify v.分枝；成网状
rancher n.大牧场主(或工人)；大农场主(或工人)；大牧场(或农场)管理人员
rarity n.罕见的事物
rascal n.流氓；无赖
rash n.疹a.急躁的
ratify v.批准；认可
rating n.级别，等级；额定值,定额；责骂，申斥
ration n.定量；给养；口粮
rational a.理性的；合理的
rationale n.基本原理；理论基础；原理的阐述
ravage v./n.蹂躏，劫掠，毁坏
razor n.剃刀
reactionary a.反动的n.反动分子
reactivate v.使恢复活动；使复能
readily ad.乐意地；容易地
reagent n.试剂；反应力；反应物
realm n.王国，国土；领域，范围
ream n.令；大量v.铰大,钻大;榨出…的汁
reap v.收割；收获
rear n.后部，尾部a.后方的，后部的v.抚养；栽种；饲养
reassure v.使放心；再次保证
rebellious a.造反的，反抗的；(疾病等)难治的
rebuke v./n.训斥，指责；非难,谴责
recede v.退；退去；收回，撤回
receptacle n.容器，贮藏器；插座，插孔
recipe n.菜谱；配方；处方
recipient n.接受者；受血者；受体
reciprocal a.相互的；往复的；互利的
n.有相互关系的事物；倒数 
recite v.背诵，朗诵；列举
reck v.顾虑，介意；有关系，相干；注意，对…有关系
recklessly a.不在乎的；不顾后果的
reckon v.数，计数；看作，认为
reclaim v.开垦；回收；改造；感化
recline v.向后靠；斜倚
recoil v./n.撤回；退位；跳回;弹回；产生反作用
recollect v.回忆；追忆；想起
recombination n.再组合；再化合；复合
recommend v.劝告，建议；介绍,推荐
recommendation n.建议，劝告；推荐
recompensce n.酬报；赔偿
reconcile v.使和解；调解
reconciliation n.和解
recondition v.修理，修复，修整；改革，改善
reconstruct v.重建，再建
recreation n.娱乐，消遣
recrudesce v.(病痛)复发
recruit n.补充；恢复健康;复原
rectify v.纠正；整顿
rectitis n.直肠炎
rectum n.直肠
recumbent a.躺着的；斜靠的
recur v.复发；再发
reel n.卷轴，卷筒；卷盘，一盘
v.卷，绕；拉起 
referral n.工作的分派；治疗安排
refine v.精练；精制；提纯；精炼
refluent a.倒流的，回流的
refractary a.难治疗的；顽固性的
refrain v.抑制；忍住
refresh v.提神，振作,使清新
refreshment n.茶点，点心;恢复;爽快
refugee n.难民；流亡者
refusal n.拒绝，回绝
refute v.反驳，驳斥
regimen n.社会制度；生活制度；服药时间(表)
regression n.退化；退步；消退；回归
rehabilitate v.使复原，恢复(正常生活)
rehearsal n.排练，排演；练习，演习；背诵；详述，复述
reign v./n.统治
reinforce v.增援，加强n.加固物
relapse n./v.复发；再发
relaxant a.弛张的；n.弛缓药
relay v.中继，转播；接力；再放；重新涂；重新铺设
relevance n.相关；中肯；恰当
relevant a.相关的；适当的；中肯的
reliability n.可靠性
reliable a.可靠的
relic n.(p1.)遗体，尸体；遗物；遗迹；废墟
relief n.缓解，消除；救济，援救
relieve v.缓解，消除，减轻；救济
religion n.宗教，信仰
religious a.宗教的；信教的；虔诚的
reluctance n.勉强，不情愿
reluctant a.不愿的，勉强的
remedy n.药品；治疗措施；补救办法
v.治疗；补救 
remit v.缓解，减轻
remittent a.弛张的；忽重忽轻的
remnant n.a.残余(的)；剩余(的)
removal n.排除；切除；搬迁，移动
renal a.肾的
render v.使得，使变为；提出,提供；给予；呈报n.缴纳
repeal v./n.撤消，废除
repel v.拒绝，排斥
repent v.悔悟；后悔
repetition n.重复，反复
replicate v.复制；重复
represent v.表示，说明；描写，表现，象征；代表，代理；演出；提出
representative n.代表；代理人a.代表性的
repress v.镇压；抑制；约束
repression n.抑制；约束；镇压
reproach v./n.责备，申斥，指责
reproduce v.繁殖，生殖；复制，仿造
repulsion n.排斥；反感；厌恶
reputation n.名声；声望
requisite a.必不可少的n.必需品
rescue v./n.营救，救援
resect v.切除
resemblance n.相似；相似点；相似物
resemble v.相似，象
resent v.不满于；愤恨；怨恨
reserve v.保留；储备；预定n.储备；储备品；储备金
reservoir n.水库，蓄水池；贮主
reside v.居住；驻扎
residence n.住处；住宅
resident n.居民；常住者；住院医师
residual a./n.残留(的)；剩余(的)
residue n.残余；剩余；残渣
resign v.辞去；辞职；顺从；听从
resignation n.辞职；辞呈；听从；屈从
resin n.树脂；松香
resistant a.有抵抗力的；反抗的；有耐药性的
resoluble a.可分解的；可溶解的；可解决的
resolute a.坚决的，果断的
resolution n.决心，坚决；决定;决议;消除；消退；分解
resonance n.回声，反响；共振；共鸣
resonate v.共振，谐振；共鸣
resort v.求助；凭借；诉诸n.胜地；常去之处
respective a.各自的;各个的
respire v.呼吸
respiration n.呼吸
respond v.回答,答复,响应,起反应
response n.回音，回答；反应,响应
responsibility n.责任；职责
responsible a.应负责的,有责任的,责任重大的；认真负责的
restore v.归还，放回；修复;恢复
restrain v.抑制；制止
restraint n.抑制；约束
restrict v.限制；约束
restriction n.限制；约束
resultant a.作为结果而发生的n.结果；组合；生成物
resume n.梗概；个人简历
v.重新开始，继续；恢复 
retail v./n.零售，零卖a.零售的
retard v.妨碍；延迟，放慢n.延迟；耽误
retell v.复述，重述
retention n.潴留；停滞；保持
reticular a.网状的
retina n.视网膜
retire v.退下；离开；退休;引退
retract v.缩回；缩进
retreat v.撤退；退却n.撤退，退却
retrieve v.重新得到；挽救；恢复
retrograde a.后退的；退行性的；逆行的
reunification n.重新统一
reunion n.再结合，再联合；团聚
reveal v.揭示；展现；泄露
revenge n./v.复仇，报复
revenue n.收入；税收
reverse v.颠倒；翻转n.相反；背面
reversible a.可逆的
reversion n.回复；倒转；反向
revise v.修订；修正；复习n.再校样
revision n.修订；校订；修改
revitalize v.使恢复元气；使新生
revive v.苏醒，复苏；复兴
revolt v.反抗，造反，反叛；厌恶，憎恶，反感n.反抗，造反，反叛
revolve v.旋转；细想，默想
rheumatism n.风湿病
rheumatoid a.类风湿病的
rhinitis n.鼻炎
rib n.肋骨
ribbon n.带；缎带；丝带v.用缎带装饰
rickets n.佝偻病
riddle n.谜，谜语v.解(谜)等；迷惑
ridicule v./n.嘲弄，挖苦，奚落
ridiculous a.荒谬的；可笑的
rifle n.步枪，来福枪v.用步枪射击；抢劫
rift n.裂缝；空隙v.裂开；渗入
rigid a.刻板的；强直的；僵硬的
rigor n.寒战；发冷；僵直
rigorous a.严峻的，严厉的；严酷的；严密的，精确的
rim n.边，缘，框；边缘v.装边
rinse v.冲洗；漂清
riot n./v.骚乱；闹事
rip v.撕，扯；划破
ripe a.成熟的
ripen v.成熟
ritual n./a.仪式(的)；典礼(的)
rival v.竞争；与…抗衡a.竞争的
n.竞争对手 
rivalry n.竞争；竞赛；敌对
roar v./n.吼，咆哮；轰鸣
roast v./n.烤；炙；烘
robbery n.抢劫；盗取
robe n.浴衣；长袍
rod n.杆，棍，棒
roll v.滚动，转动；卷;绕n.卷，卷状物；面包卷；名册
roller n.辊；滚筒；压路机
rot v./n.腐烂；腐朽;腐败
rotary a.旋转的n.运转的机器
rotten a.腐烂的，腐朽的；腐败的
rough a.粗糙的；粗野的，粗鲁的;粗略的
roughly ad.粗糙地；粗略地
routine n.常规的；例行的n.常规;例行公事
row n.排，行v.划(船)等
royal a.王室的；皇家的
royalty n.皇家，皇族；王位;王权
rub v.擦，摩擦
rubella n.风疹
